name,subscribers,rating,Popular science,Reading room,DIY,History of IT,Electronics for beginners,Information Security,System administration,Old hardware,Hosting,Lifehacks for geeks,Astronautics,Energy and batteries,Systems engineering,Physics,Computer hardware,Gadgets,IT Infrastructure,IT-companies,Manufacture and development of electronics,Research and forecasts in IT,The future is here,CPU,Programming,Machine learning,Python,Configuring Linux,Personnel Management,Java,DevOps,IT career,Big Data,Website development,Algorithms,Tarantool,High performance,Game development,Interfaces,Search engines,Open source,Development of mobile applications,C++,IOT,Smart House,Development for IOT,Prototyping,Robotics,Biology,Health,Network technologies,Atlassian,Development Management,Brain,Project management,Service Desk,Studying in IT,Habr,Content-marketing,Community management,Legislation in IT,Social networks and communities,Conferences,Media management,Машинное обучение,Обработка изображений,Алгоритмы,Искусственный интеллект,Математика,Data Mining,Natural Language Processing,Будущее здесь,Визуализация данных,Kubernetes,Server Administration,Database Administration,Build automation,*nix,System Analysis and Design,JavaScript,ReactJS,Artificial Intelligence,Sound,Laptops,Video equipment,Cellular communication,Angular,TypeScript,Development for Android,Design,Development for iOS,IT systems testing,Professional literature,C,C#,.NET,Visual Studio,Development for Windows,Git,Finance in IT,Payment systems,Smartphones,Games and game consoles,Monitors and TV,Periphery,IT-emigration,Urbanism,Start-up development,Product Management,Data storage,Oracle,Interview,Development of communication systems,IT Standards,Network standards,Go,Web services testing,Chemistry,Biotechnologies,Ecology,Virtualization,Image processing,Hackathon,Software,Development for Linux,3D printers,Sales management,Cryptocurrencies,Cryptography,Google Chrome,Cloud services,Development for e-commerce,Patenting,Lazers,Remote work,Sport programming,Abnormal programming,PostgreSQL,SQL,Entertaining tasks,SaaS / S+S,Perfect code,Data storages,Business Models,Data visualization,Working with 3D-graphics,Reverse engineering,Microservices,E-commerce management,Kotlin,CTF,Logic games,Node.JS,Statistics in IT,Geoinformation services,Transport,Desktop PC's,Swift,Mobile applications testing,Mobile applications design,Objective C,Mathematics,Nginx,Offices of IT companies,Browsers,Industrial Programming,CAD/CAM,API,Desktop environments,GTD,Robotics development,Game design,CRM systems,ERP-systems,Circuit design,Wearable electronics,Antivirus protection,Mobile App Analytics,System Programming,FPGA,ECM,Designing and refactoring,Shells,Programming microcontrollers,Wireless technologies,Web design,Usability,Car Gadgets,Development for Tizen,Backup,Dart,Agile,Ruby on Rails,Ruby,Google Web Toolkit,Data Engineering,Spamming and anti-spamming,Browser extensions,Django,Rust,Apache,Hadoop,Cloud computing,Maps API,HTML,PHP,Biography of geeks,1C,Microsoft SQL Server,Technical Writing,MySQL,Telemedicine,Distributed systems,Semantics,Compilers,Solidity,Web analytics,Flutter,Voice user interfaces,Network hardware,Freelance,Working with video,Video conferencing,Tablets,Firefox,Multicopters,Developing for Arduino,PDF,Unity3D,Open data,IPv6,Mobile applications monetization,CSS,Decentralized networks,GitHub,Games monetization,Contextual advertising,IT Terminology,Typography,Производство и разработка электроники,Информационная безопасность,Гаджеты,Беспроводные технологии,Программирование микроконтроллеров,Системное программирование,Краудсорсинг,DIY или Сделай сам,Промышленное программирование,TDD,Internet marketing,Scala,Development for MacOS,UEFI,Matlab,Search engine optimization,Increasing Conversion Rate,Data recovery,Server optimization,Data compression,Graphic design,Language localisation,PowerShell,Branding,Adobe Flash,Microsoft Edge,Domain names administrating,Instant Messaging,SAN,Billing systems,Quantum technologies,Help Desk Software,Микросервисы,IT-инфраструктура,Облачные сервисы,Интерфейсы,Разработка веб-сайтов,Управление разработкой,Управление проектами,Openshift,Development for AR and VR,XML,Display advertising,Games promotion,Presentations,Qt,Client optimization,Web services monetization,Microsoft Azure,MongoDB,Concurrent computing,Assembler,Education abroad,Data storaging,NoSQL,Accessibility,Yandex API,Venture investment,Debugging,DNS,Google API,Safari,Firebird/Interbase,Email-marketing,Amazon Web Services,VueJS,I2P,Copyright
LampTest,55519,54.48,,,205.0,,,,,,,,,4170.0,,,2560.0,9969.0,,,698.0,,,,,,,,,,,,,,,,,,,,,,,,790.0,,,,,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.0,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доктор Веб,768,54.21,,,,,,218.6,54.0,,,,,,,,,,271.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,28.0,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.8,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЦИТМ Экспонента,217,53.56,142.5,,,,,,,,,,,,190.1,,,,,,40.3,,,,,,,,,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,34.5,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Click.ru,9494,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,41.0,,,,83.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,141.9,,,,,,,,,,,,,236.9,,,,,106.0,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Уральский центр систем безопасности,14,52.85,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Киберпротект,71,52.83,,,,,,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,28.0,,,,,,,,,,12.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Юла,248,52.77,,,,,,,,,,,,,,,,,,,,,,,113.0,66.0,,,,,,,,,,,,,,,,154.0,,,,,,,,,,,64.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,92.7,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doubletapp,32,52.05,,,,,,,,,,,,,,,,,,,,,,,,37.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,9.0,,,,,,,16.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,28.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Лахта Центр,35479,51.64,2229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadcode,172,51.34,,,,30.0,,,,,,,,,,,,,,32.6,,,,,,,,,,,,29.9,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,39.9,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcadia,270,51.04,,,,,,,,,,,,,,,,,,,,,,,243.0,,,,,,,,,92.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,96.0,104.0,,,184.0,249.0,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЕВРАЗ,90,50.95,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,36.0,24.0,,,,,,,,,,,,,,,,,,,,12.0,,19.0,,,,,,,,,,,,,,,24.0,,,,,,,,,19.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Почтатех,324,50.9,,,,,,,,,,,,,,,,,231.0,108.0,,,,,,,,,,23.0,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoff Tech,73,50.66,,,,,,,,,,,,,54.0,,,,54.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inDrive.Tech,242,50.66,,,,,,49.0,49.0,,,,,,,,,,,,,,,,73.0,,,,98.0,,,52.0,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joom,190,50.46,,,,,,,,,,,,,,,,,,,,,,,313.0,,58.0,,,,,,,,,,72.0,,,,88.0,,,,,,,,,,,,59.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axenix (ex-Accenture),199,50.45,,,,,,,,,,,,,,,,,,,,15.0,,,,15.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,17.0,,,,,,,,18.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Росбанк,228,50.16,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,63.9,,44.0,,,,,,,,,21.0,,,,,,,,,,,,35.0,,,,22.0,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AliExpress Россия,394,50.15,,,,,,,,,,,,,,,,,125.0,,,,,,,29.0,,,,,,,28.0,,,,,,46.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сервер Молл,7549,49.13,,,,,,133.0,891.0,,,,,,,,126.0,,651.0,,86.0,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-Vision,126,48.48,,,,,,153.0,,,,,,,,,,,,7.0,,,,,12.0,,,9.0,5.0,,,6.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
«Ингосстрах»,57,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,,,,1.2,,3.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ak Bars Digital,121,47.92,,,,,,,,,,,,,,,,,,,,,,,,19.8,,,,,67.1,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,42.0,42.0,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exness,179,47.84,,,,,,48.0,,,,,,,,,,,,58.0,,,,,83.0,,65.0,,68.0,,48.0,36.0,,,,,30.0,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivaldi Technologies AS,23328,47.59,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivery Club Tech,384,47.36,,,,,,,,,,,,,,,,,,,,57.3,,,67.0,75.0,,,62.0,,,88.9,48.0,,,,,,,,50.0,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zextras,12908,47.21,,,,,,90.0,294.0,,,,,,,,,,38.0,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,285.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ДОМ.РФ,255,45.71,,,,,,11.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nexign,393,44.93,,,,,,64.0,,,,,,,,,,,,,,,,,67.0,,,,35.0,71.9,43.0,62.2,,,,,,,,,,,,,,,,,,,,,,,42.0,,37.2,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Кошелёк,209,44.67,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,46.0,,,,,,,,,,,,,74.0,,,,,,,,,,,,41.0,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Клиника офтальмологии доктора Шиловой,901,44.16,,,,,,,,,,,,,,102.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.0,,,,,,,,,,,,,,,877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infotecs,69,43.77,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOEX,611,43.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,82.0,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,20.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,15.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InfoWatch,265,43.12,,,,,,46.9,,,,,,,,,,,,,,,,,38.0,,,,,,,,,55.0,,,,,,,,,48.0,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
